dataSource.vendor,metadata.product.name,metadata.product.vendor_name,dataSource.name,dataSource.category,src_endpoint.location.region,device.uid,actor.authorization.policy.rule.name,unmapped.client.userAgent.browser,status,unmapped.client.userAgent.os,event.type,status_detail,actor.user.name,actor.user.email_addr,actor.user.type_id,actor.user.type,dst_endpoint.svc_name,src_endpoint.ip,http_request.url.path,activity_name,device.hostname,severity,user.name,count
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Luna Moonshadow,melissa.kelly@dummyinbox.net,8,,,,,Authentication of user via MFA,,3,,4
Okta,Okta,Okta,Okta,security,West Bengal,,,CHROME,SUCCESS,Windows 10,Logon,,Zephyr Blaze,ryan.collins@fakemailbox.net,8,User,Stripe,172.16.0.7,/audit/logs/system,Logon,,3,Venus Starlight,4
Okta,Okta,Okta,Okta,security,West Bengal,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,172.16.0.4,/security/logs/authentication,Logon,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Nebula Stardust,alice.smith@example.com,8,,,,,Authentication of user via MFA,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Orion Lightningstrike,ryan.collins@fakemailbox.net,8,,,,,Authentication of user via MFA,,3,,4
Okta,Okta,Okta,Okta,security,Illinois,,Allow all users access to Okta Dashboard (auto created),CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,127.0.0.1,/oauth2/v1/token,Logon,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Astra Solarflare,laura.moore@sandboxmail.co,8,,,,,A push was sent to a user for verification,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Seraphina Dragonheart,kevin.green@example.com,8,,,,,Authentication of user via MFA,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Zephyr Blaze,kevin.green@example.com,8,,,,,A push was sent to a user for verification,,3,,4
Okta,Okta,Okta,Okta,security,Telangana,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,10.0.0.9,/security/logs/authentication,Logon,,3,,4
Okta,Okta,Okta,Okta,security,Telangana,,,CHROME,SUCCESS,Windows 10,Logon,,Seraphina Dragonheart,bob.jones@example.com,8,User,Twilio,172.16.0.5,/oauth2/v1/authorize,Logon,,3,Celestia Thunderstorm,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Ragnarok Shadowblade,sarah.wilson@testingmail.xyz,8,,,,,Authentication of user via MFA,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Blaze Thunderstrike,olivia.perry@testinginbox.xyz,8,,,,,Verify user identity,,3,,4
Okta,Okta,Okta,Okta,security,Illinois,,,CHROME,SUCCESS,Windows 10,Logon,,Astra Solarflare,sarah.wilson@testingmail.xyz,8,User,Okta,203.0.113.8,/oauth2/v1/authorize,Logon,,3,Thunder Hammerstrike,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Ragnarok Shadowblade,emily.white@example.com,8,,,,,Authentication of user via MFA,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Orion Lightningstrike,chris.martin@sampleco.co,8,,,,,A push was sent to a user for verification,,3,,4
Okta,Okta,Okta,Okta,security,Illinois,,,CHROME,SUCCESS,Windows 10,Logon,,Zephyr Blaze,anna.hall@custommail.io,8,User,Stripe,172.16.0.5,/security/logs/authentication-failures,Logon,,3,Ragnarok Shadowblade,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Draven Nightshade,bob.jones@fakecorp.net,8,,,,,A push was sent to a user for verification,,3,,4
Okta,Okta,Okta,Okta,security,Illinois,,DDS - No MFA - On Prem,CHROMIUM_EDGE,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,192.168.0.4,/security/logs/intrusion-detection,Logon,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Draven Nightshade,emily.white@example.com,8,,,,,A push was sent to a user for verification,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Nebula Stardust,mike.anderson@example.com,8,,,,,Authentication of user via MFA,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Xena Nebulosa,john.doe@acme.com,8,,,,,A push was sent to a user for verification,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Crimson Tempest,melissa.kelly@dummyinbox.net,8,,,,,Authentication of user via MFA,,3,,4
Okta,Okta,Okta,Okta,security,Andhra Pradesh,,,CHROME,SUCCESS,Windows 10,Logon,,Nova Frostbane,olivia.perry@testinginbox.xyz,8,User,Datadog,8.8.8.8,/security/logs/authentication,Logon,,3,Nebula Stardust,4
Okta,Okta,Okta,Okta,security,Andhra Pradesh,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,192.168.0.5,/security/logs/authorization,Logon,,3,,4
Okta,Okta,Okta,Okta,security,Andhra Pradesh,19a1d2a0-29e7-4bd4-86d5-11c137efbd0c,not on office network,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,10.0.0.7,/audit/logs/access,Logon,,3,,4
Okta,Okta,Okta,Okta,security,Andhra Pradesh,,,CHROME,SUCCESS,Windows 10,Logon,,Draven Nightshade,jessica.clark@mockmailing.org,8,User,,192.168.0.7,/security/logs/authentication,Logon,https://www.awesomium.awesome,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Nova Frostbane,anna.hall@example.com,8,,,,,Authentication of user via MFA,,3,,4
Okta,Okta,Okta,Okta,security,,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,10.0.0.7,/audit/logs/access,Logon,,3,,4
Okta,Okta,Okta,Okta,security,,,,CHROME,SUCCESS,Windows 10,Logon,,Luna Moonshadow,lisa.brown@example.com,8,User,ZenDesk,172.16.0.8,/security/logs/authorization,Logon,,3,Ignatius Inferno,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Venus Starlight,jason.carter@tryoutmail.org,8,,,,,Verify user identity,,3,,4
Okta,Okta,Okta,Okta,security,,5b0a8109-dde2-4f8a-8c79-d6c541dbf312,not on office network,CHROME,CHALLENGE,Windows 10,Logon,Sign-on policy evaluation resulted in CHALLENGE,,,8,,,172.16.0.9,/oauth2/v1/introspect,Logon,,3,,4
Okta,Okta,Okta,Okta,security,,,,CHROME,SUCCESS,Windows 10,Logon,,Venus Starlight,jessica.clark@mockmailing.org,8,User,,203.0.113.8,/security/logs/authentication-failures,Logon,https://www.ideapalooza.foundation,3,,4
Okta,Okta,Okta,Okta,security,,,DDS - Require MFA - All Zones,CHROMIUM_EDGE,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,192.168.0.2,/oauth2/v1/introspect,Logon,,3,,4
Okta,Okta,Okta,Okta,security,Tamil Nadu,,,CHROME,SUCCESS,Windows 10,Logon,,Thunder Hammerstrike,chris.martin@example.com,8,User,DocuSign,192.0.2.7,/oauth2/v1/token,Logon,,3,Thunder Hammerstrike,4
Okta,Okta,Okta,Okta,security,Tamil Nadu,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,10.0.0.2,/audit/logs/network,Logon,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Draven Nightshade,ryan.collins@fakemailbox.net,8,,,,,Authentication of user via MFA,,3,,4
Okta,Okta,Okta,Okta,security,Illinois,,MaW Agent MFA Bypass,CHROMIUM_EDGE,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,172.16.0.5,/oauth2/v1/token,Logon,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Xena Nebulosa,anna.hall@example.com,8,,,,,Authentication of user via MFA,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Valkyrie Firestorm,lisa.brown@nonexistentmail.net,8,,,,,Verify user identity,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,OIDC access token is granted,,Luna Moonshadow,melissa.kelly@dummyinbox.net,11,,,,,OIDC access token is granted,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,OIDC authorization code request,,Xena Nebulosa,kevin.green@placeholderemail.co,11,,,,,OIDC authorization code request,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,OIDC id token is granted,,Valkyrie Firestorm,anna.hall@example.com,11,,,,,OIDC id token is granted,,3,,4
Okta,Okta,Okta,Okta,security,Tamil Nadu,,,CHROME,SUCCESS,Windows 10,Logon,,Crimson Tempest,lisa.brown@example.com,8,User,LogMeIn,172.16.0.2,/oauth2/v1/token,Logon,,3,Zephyr Blaze,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Thunder Hammerstrike,lisa.brown@example.com,8,,,,,A push was sent to a user for verification,,3,,4
Okta,Okta,Okta,Okta,security,Illinois,,DDS - Require MFA - On Prem,CHROMIUM_EDGE,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,1.1.1.1,/security/logs/authorization,Logon,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Celestia Thunderstorm,emily.white@dummyemail.biz,8,,,,,Authentication of user via MFA,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Maximus Stormbringer,emily.white@example.com,8,,,,,Authentication of user via MFA,,3,,4
Okta,Okta,Okta,Okta,security,Karnataka,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,198.51.100.4,/security/logs/intrusion-detection,Logon,,3,,4
Okta,Okta,Okta,Okta,security,Illinois,,,CHROMIUM_EDGE,SUCCESS,Windows 10,Logon,,Nebula Stardust,emma.jenkins@examplemail.biz,8,User,Datadog,10.0.0.8,/audit/logs/system,Logon,,3,Phoenix Emberstorm,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Seraphina Dragonheart,emily.white@dummyemail.biz,8,,,,,Authentication of user via MFA,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Xena Nebulosa,mark.miller@yourtestmail.biz,8,,,,,A push was sent to a user for verification,,3,,4
Okta,Okta,Okta,Okta,security,New York,,,CHROME,SUCCESS,Windows 10,Logon,,Astra Solarflare,jessica.clark@mockmailing.org,8,User,GitHub,203.0.113.2,/security/logs/authentication,Logon,,3,Nebula Stardust,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Ragnarok Shadowblade,olivia.perry@testinginbox.xyz,8,,,,,Authentication of user via MFA,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Nova Frostbane,jason.carter@tryoutmail.org,8,,,,,Verify user identity,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Ignatius Inferno,bob.jones@example.com,8,,,,,A push was sent to a user for verification,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Zephyr Blaze,kevin.green@example.com,8,,,,,Authentication of user via MFA,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Zara Midnightshadow,brian.hughes@samplemailing.co,8,,,,,Authentication of user via MFA,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Xena Nebulosa,bob.jones@fakecorp.net,8,,,,,Authentication of user via MFA,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Valkyrie Firestorm,john.doe@acme.com,8,,,,,A push was sent to a user for verification,,3,,4
Okta,Okta,Okta,Okta,security,Illinois,,MaW Agent MFA Bypass,CHROMIUM_EDGE,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,198.51.100.1,/oauth2/v1/token,Logon,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Seraphina Dragonheart,lisa.brown@example.com,8,,,,,Authentication of user via MFA,,3,,4
Okta,Okta,Okta,Okta,security,Illinois,,,CHROME,SUCCESS,Windows 10,Logon,,Maximus Stormbringer,laura.moore@sandboxmail.co,8,User,GitHub,203.0.113.9,/security/logs/authentication-failures,Logon,,3,Crimson Tempest,4
Okta,Okta,Okta,Okta,security,California,,,CHROME,SUCCESS,Windows 10,Logon,,Zara Midnightshadow,sarah.wilson@example.com,8,User,GitHub,192.168.0.4,/security/logs/authorization,Logon,,3,Nova Frostbane,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Blaze Thunderstrike,olivia.perry@testinginbox.xyz,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Seraphina Dragonheart,daniel.ward@virtualmail.io,8,,,,,A push was sent to a user for verification,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Astra Solarflare,john.doe@acme.com,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Nova Frostbane,emma.jenkins@examplemail.biz,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Maximus Stormbringer,anna.hall@example.com,8,,,,,A push was sent to a user for verification,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Luna Moonshadow,emily.white@dummyemail.biz,8,,,,,A push was sent to a user for verification,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Ragnarok Shadowblade,anna.hall@custommail.io,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Phoenix Emberstorm,emma.jenkins@examplemail.biz,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,Virginia,,,CHROME,SUCCESS,Windows 10,Logon,,Ragnarok Shadowblade,anna.hall@example.com,8,User,Box,198.51.100.2,/security/logs/authentication-failures,Logon,,3,Draven Nightshade,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Celestia Thunderstorm,lisa.brown@example.com,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Celestia Thunderstorm,brian.hughes@samplemailing.co,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,Maharashtra,,,CHROME,SUCCESS,Windows 10,Logon,,Phoenix Emberstorm,olivia.perry@testinginbox.xyz,8,User,Box,192.0.2.2,/oauth2/v1/token,Logon,,3,Zara Midnightshadow,3
Okta,Okta,Okta,Okta,security,Maharashtra,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,192.168.0.3,/security/logs/authentication-failures,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Maximus Stormbringer,jessica.clark@mockmailing.org,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,Andhra Pradesh,,,CHROME,SUCCESS,Windows 10,Logon,,Ragnarok Shadowblade,jessica.clark@mockmailing.org,8,User,Salesforce,192.168.0.6,/oauth2/v1/introspect,Logon,,3,Draven Nightshade,3
Okta,Okta,Okta,Okta,security,Andhra Pradesh,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,198.51.100.6,/security/logs/authentication,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Valkyrie Firestorm,alice.smith@example.com,8,,,,,Verify user identity,,3,,3
Okta,Okta,Okta,Okta,security,New York,,,CHROME,SUCCESS,Windows 10,Logon,,Blaze Thunderstrike,emma.jenkins@examplemail.biz,8,User,Google Workspace,198.51.100.9,/oauth2/v1/introspect,Logon,,3,Valkyrie Firestorm,3
Okta,Okta,Okta,Okta,security,Illinois,,,CHROMIUM_EDGE,SUCCESS,Windows 10,Logon,,Orion Lightningstrike,lisa.brown@example.com,8,User,Oracle Cloud,203.0.113.7,/security/logs/authentication,Logon,,3,Astra Solarflare,3
Okta,Okta,Okta,Okta,security,Arizona,,,CHROME,SUCCESS,Windows 10,Logon,,Seraphina Dragonheart,alice.smith@example.com,8,User,Okta,192.0.2.3,/security/logs/authorization,Logon,,3,Crimson Tempest,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Xena Nebulosa,emily.white@example.com,8,,,,,A push was sent to a user for verification,,3,,3
Okta,Okta,Okta,Okta,security,Illinois,,,CHROME,SUCCESS,Mac OS X,Logon,,Zara Midnightshadow,ryan.collins@fakemailbox.net,8,User,SAP,198.51.100.2,/security/logs/intrusion-detection,Logon,,3,Nebula Stardust,3
Okta,Okta,Okta,Okta,security,Ohio,,,UNKNOWN,SUCCESS,Linux,Logon,,Draven Nightshade,mark.miller@yourtestmail.biz,8,User,Twilio,10.0.0.4,/audit/logs/network,Logon,,3,Draven Nightshade,3
Okta,Okta,Okta,Okta,security,Ohio,,,UNKNOWN,SUCCESS,Linux,Logon,,Zara Midnightshadow,emma.jenkins@examplemail.biz,8,User,,172.16.0.8,/security/logs/authentication,Logon,,3,,3
Okta,Okta,Okta,Okta,security,Arizona,,,CHROME,SUCCESS,Windows 10,Logon,,Venus Starlight,john.doe@acme.com,8,User,Slack,192.0.2.9,/oauth2/v1/token,Logon,,3,Blaze Thunderstrike,3
Okta,Okta,Okta,Okta,security,Texas,,,CHROMIUM_EDGE,SUCCESS,Windows 10,Logon,,Seraphina Dragonheart,john.doe@example.com,8,User,Box,192.168.0.3,/audit/logs/system,Logon,,3,Thunder Hammerstrike,3
Okta,Okta,Okta,Okta,security,England,,,CHROME,SUCCESS,Mac OS X,Logon,,Maximus Stormbringer,mike.anderson@mytestmail.org,8,User,Twilio,8.8.8.8,/security/logs/authorization,Logon,,3,Ignatius Inferno,3
Okta,Okta,Okta,Okta,security,Illinois,,,CHROME,SUCCESS,Mac OS X,Logon,,Nebula Stardust,bob.jones@fakecorp.net,8,User,Zoom,172.16.0.5,/oauth2/v1/introspect,Logon,,3,Ignatius Inferno,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Astra Solarflare,kevin.green@example.com,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,Illinois,,,CHROMIUM_EDGE,SUCCESS,Windows 10,Logon,,Maximus Stormbringer,anna.hall@example.com,8,User,Atlassian,192.168.0.4,/security/logs/intrusion-detection,Logon,,3,Celestia Thunderstorm,3
Okta,Okta,Okta,Okta,security,Illinois,,,CHROME,SUCCESS,Windows 10,Logon,,Nebula Stardust,sarah.wilson@testingmail.xyz,8,User,ZenDesk,10.0.0.8,/oauth2/v1/authorize,Logon,,3,Celestia Thunderstorm,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Astra Solarflare,john.doe@example.com,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Venus Starlight,brian.hughes@samplemailing.co,8,,,,,A push was sent to a user for verification,,3,,3
Okta,Okta,Okta,Okta,security,Illinois,,,UNKNOWN,SUCCESS,Unknown,Logon,,Orion Lightningstrike,daniel.ward@virtualmail.io,8,User,ZenDesk,172.16.0.4,/security/logs/authentication,Logon,,3,Draven Nightshade,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Ragnarok Shadowblade,bob.jones@fakecorp.net,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,National Capital Territory of Delhi,,,CHROMIUM_EDGE,SUCCESS,Windows 10,Logon,,Venus Starlight,emily.white@example.com,8,User,Atlassian,172.16.0.7,/security/logs/authentication-failures,Logon,,3,Zara Midnightshadow,3
Okta,Okta,Okta,Okta,security,National Capital Territory of Delhi,,DDS - Require MFA - All Zones,CHROMIUM_EDGE,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,203.0.113.8,/oauth2/v1/token,Logon,,3,,3
Okta,Okta,Okta,Okta,security,Arizona,,,CHROME,SUCCESS,Windows 10,Logon,,Orion Lightningstrike,brian.hughes@samplemailing.co,8,User,Slack,198.51.100.4,/audit/logs/system,Logon,,3,Valkyrie Firestorm,3
Okta,Okta,Okta,Okta,security,New York,,,CHROME,SUCCESS,Windows 10,Logon,,Phoenix Emberstorm,john.doe@example.com,8,User,Stripe,10.0.0.1,/audit/logs/access,Logon,,3,Xena Nebulosa,3
Okta,Okta,Okta,Okta,security,Pennsylvania,,Allow external access for  NICE_EEM_Agent,UNKNOWN,ALLOW,Mac OS X (iPhone),Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,10.0.0.1,/security/logs/authentication,Logon,,3,,3
Okta,Okta,Okta,Okta,security,Pennsylvania,,,UNKNOWN,SUCCESS,Mac OS X (iPhone),Logon,,Nebula Stardust,olivia.perry@testinginbox.xyz,8,User,Salesforce,192.168.0.9,/security/logs/intrusion-detection,Logon,,3,Zephyr Blaze,3
Okta,Okta,Okta,Okta,security,Pennsylvania,7f71a485-499e-42f5-9c49-1e2e4cb4870f,not on office network,UNKNOWN,ALLOW,Mac OS X (iPhone),Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,192.0.2.8,/security/logs/intrusion-detection,Logon,,3,,3
Okta,Okta,Okta,Okta,security,Pennsylvania,,,UNKNOWN,SUCCESS,Mac OS X (iPhone),Logon,,Draven Nightshade,kevin.green@placeholderemail.co,8,User,,203.0.113.3,/security/logs/authentication,Logon,https://www.imaginariumlabs.io,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Thunder Hammerstrike,bob.jones@example.com,8,,,,,Verify user identity,,3,,3
Okta,Okta,Okta,Okta,security,Ohio,,,UNKNOWN,SUCCESS,Linux,Logon,,Draven Nightshade,alice.smith@example.org,8,User,SAP,192.168.0.3,/oauth2/v1/introspect,Logon,,3,Seraphina Dragonheart,3
Okta,Okta,Okta,Okta,security,Ohio,,,UNKNOWN,SUCCESS,Linux,Logon,,Luna Moonshadow,olivia.perry@testinginbox.xyz,8,User,,198.51.100.5,/audit/logs/system,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Orion Lightningstrike,laura.moore@sandboxmail.co,8,,,,,Verify user identity,,3,,3
Okta,Okta,Okta,Okta,security,Andhra Pradesh,,,CHROME,SUCCESS,Windows 10,Logon,,Nebula Stardust,chris.martin@sampleco.co,8,User,Okta,198.51.100.5,/audit/logs/access,Logon,,3,Blaze Thunderstrike,3
Okta,Okta,Okta,Okta,security,Andhra Pradesh,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,10.0.0.5,/audit/logs/access,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Seraphina Dragonheart,alice.smith@example.org,8,,,,,Verify user identity,,3,,3
Okta,Okta,Okta,Okta,security,West Bengal,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,198.51.100.4,/audit/logs/system,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Zara Midnightshadow,chris.martin@example.com,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,Madhya Pradesh,,,CHROME,SUCCESS,Windows 10,Logon,,Nebula Stardust,mike.anderson@mytestmail.org,8,User,DocuSign,192.0.2.2,/audit/logs/network,Logon,,3,Thunder Hammerstrike,3
Okta,Okta,Okta,Okta,security,Madhya Pradesh,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,172.16.0.9,/security/logs/authorization,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Ragnarok Shadowblade,anna.hall@example.com,8,,,,,Verify user identity,,3,,3
Okta,Okta,Okta,Okta,security,California,,,CHROME,SUCCESS,Windows 10,Logon,,Crimson Tempest,mike.anderson@mytestmail.org,8,User,Adobe Creative Cloud,172.16.0.2,/oauth2/v1/token,Logon,,3,Nebula Stardust,3
Okta,Okta,Okta,Okta,security,Illinois,,,CHROME,SUCCESS,Windows 10,Logon,,Zephyr Blaze,emma.jenkins@examplemail.biz,8,User,Zoom,198.51.100.2,/security/logs/authentication,Logon,,3,Maximus Stormbringer,3
Okta,Okta,Okta,Okta,security,California,,,CHROME,SUCCESS,Windows 10,Logon,,Venus Starlight,melissa.kelly@dummyinbox.net,8,User,AWS S3,192.0.2.3,/security/logs/intrusion-detection,Logon,,3,Nova Frostbane,3
Okta,Okta,Okta,Okta,security,New York,,,CHROME,SUCCESS,Windows 10,Logon,,Venus Starlight,sarah.wilson@example.com,8,User,GitHub,203.0.113.0,/security/logs/authorization,Logon,,3,Blaze Thunderstrike,3
Okta,Okta,Okta,Okta,security,Maharashtra,06de8ec4-8f47-45d8-92a8-6621d3e6cdd5,not on office network,IE11,CHALLENGE,Windows 10,Logon,Sign-on policy evaluation resulted in CHALLENGE,,,8,,,172.16.0.2,/security/logs/authentication,Logon,,3,,3
Okta,Okta,Okta,Okta,security,Maharashtra,,,IE11,SUCCESS,Windows 10,Logon,,Ignatius Inferno,jessica.clark@mockmailing.org,8,User,,192.168.0.4,/oauth2/v1/token,Logon,https://www.synaptogen.synapse,3,,3
Okta,Okta,Okta,Okta,security,Illinois,,DDS - Require Password - On Prem,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,127.0.0.1,/audit/logs/access,Logon,,3,,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Crimson Tempest,olivia.perry@testinginbox.xyz,8,,,,,Authentication of user via MFA,,3,,3
Okta,Okta,Okta,Okta,security,Texas,,,CHROME,SUCCESS,Windows 10,Logon,,Venus Starlight,anna.hall@custommail.io,8,User,Box,172.16.0.9,/security/logs/authentication,Logon,,3,Nebula Stardust,3
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Phoenix Emberstorm,mark.miller@yourtestmail.biz,8,,,,,A push was sent to a user for verification,,3,,3
